numero,situacao,descricao,complemento,classificacao_contabil,localizacao_sistema,data_entrada,valor_compra,valor_atual,local_verificado,estado_conservacao,usuario,data_hora,usuario_bem,imagem,contagem
2330,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067511,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2331,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067518,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2332,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067527,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2333,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067506,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2334,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM061642,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2335,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067514,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2336,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067520,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2337,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM061647,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2338,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067515,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2339,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067507,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2340,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM067516,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2341,DOADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 600 SERIE AABM061644,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"465,00","465,00",,,,,,,0
2342,DOADO,IMPRESSORA,IMPRESSORA MATRICIAL FX2170 EPSON SERIE APUM004818,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"829,00","829,00",,,,,,,0
2343,DOADO,IMPRESSORA,IMPRESSORA MATRICIAL FX2170 EPSON SERIE APUM4803,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"829,00","829,00",,,,,,,0
2344,DOADO,IMPRESSORA,IMPRESSORA MATRICIAL FX2170 EPSON SERIE APUM004795,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"829,00","829,00",,,,,,,0
2345,DOADO,IMPRESSORA,IMPRESSORA MATRICIAL FX2170 EPSON SERIE APUM004782,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,05/05/1998,"829,00","829,00",,,,,,,0
2346,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7063",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2347,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7064",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2348,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7065",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2349,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7066",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2350,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7067",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2351,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7069",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2352,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7070",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2353,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7071",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2354,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7072",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2355,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7091",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2356,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7092",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2357,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7093",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"998,00","998,00",,,,,,,0
2358,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7073",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2359,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7089",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2360,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7077",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2361,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7083",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2362,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7083",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2363,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7123",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2364,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7078",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2365,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7084",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2366,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7085",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,01/05/1998,"842,00","842,00",,,,,,,0
2367,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7124",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2368,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7079",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2369,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7086",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2370,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7125",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2371,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7080",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2372,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7087",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2373,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7075",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2374,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7081",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2375,DOADO,COMPUTADOR,"MICROCOMPUTADOR COMPASS, PENTIUM 166MHZ SERIE 7082",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"842,00","842,00",,,,,,,0
2376,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980311",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2377,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980154",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2378,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980157",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2379,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980305",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2380,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980317",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2381,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980303",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2382,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980168",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2383,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980297",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2384,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980295",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2385,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980306",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2386,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980162",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2387,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980323",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2388,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980177",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2389,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980313",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2390,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980319",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2391,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980304",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2392,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980315",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2393,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980180",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2394,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980179",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2395,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980309",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2396,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980153",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,01/05/1998,"275,00","275,00",,,,,,,0
2397,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980314",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2398,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980316",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2399,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980310",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2400,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980174",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2401,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980296",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2402,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980299",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2403,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980178",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2404,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980300",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2405,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980318",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2406,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980169",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2407,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980155",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2408,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980173",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2409,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980156",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2410,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980159",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2411,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980302",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2412,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980312",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2413,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980321",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2414,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1980324",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2415,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1481319",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2416,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1481306",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2417,DOADO,MONITOR,"MONITOR DE MICRO SVGA COLORIDO 14"" SERIE AM1481313",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
2418,DOADO,VEÍCULO,"VEICULO GOL 02 PORTAS, GASOLINA, COR BRANCA, 99/99",VEÍCULOS,,17/06/1999,"14.000,00","14.000,00",,,,,,,0
2419,DOADO,VEÍCULO,"VEICULO GOL 02 PORTAS, GASOLINA, COR BRANCA, 99/99",VEÍCULOS,,30/07/1999,"14.000,00","14.000,00",,,,,,,0
2420,DOADO,MONITOR,"MONITOR DE MICRO 14"" PHILIPS 104S SERIE 85173",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,14/02/2000,"334,00","334,00",,,,,,,0
2421,DOADO,MONITOR,"MONITOR DE MICRO 14"" PHILIPS 104S SERIE 85177",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,14/02/2000,"334,00","334,00",,,,,,,0
2422,DOADO,MONITOR,"MONITOR DE MICRO 14"" PHILIPS 104S SERIE 87672",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,01/02/2000,"334,00","334,00",,,,,,,0
2423,BAIXADO,MONITOR,"MONITOR DE MICRO 14"" PHILIPS 104S SERIE 87536",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,14/02/2000,"334,00","334,00",,,,,,,0
2424,DOADO,MONITOR,"MONITOR DE MICRO 14"" PHILIPS 104S SERIE 87680",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,14/02/2000,"334,00","334,00",,,,,,,0
2425,DOADO,MONITOR,"MONITOR DE MICRO 14"" PHILIPS 104S SERIE 87383",EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,14/02/2000,"334,00","334,00",,,,,,,0
2426,BAIXADO,MODEM,FAX MODEM 56K COM VOZ INT V.90 US ROBO O&M,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,16/02/2000,"219,00","219,00",,,,,,,0
2427,BAIXADO,MODEM,FAX MODEM 56K COM VOZ INT V.90 US ROBO O&M,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,16/02/2000,"219,00","219,00",,,,,,,0
2428,DOADO,COMPUTADOR,MICROCOMPUTADOR PENTIUM II 400MHZ INTEL,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,16/02/2000,"1.880,00","1.880,00",,,,,,,0
2429,DOADO,COMPUTADOR,MICROCOMPUTADOR PENTIUM II 400MHZ INTEL,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,16/02/2000,"1.880,00","1.880,00",,,,,,,0
2430,BAIXADO,RELOGIO DE PONTO,RELOGIO DE PONTO DATADOR MOD. 861/RI 620777,MÁQUINAS E EQUIPAMENTOS,,31/12/1991,"575.367,00","0,20",,,,,,,0
2432,DOADO,MONITOR,MONITOR DE MICRO FIVE STAR SERIE LDD65008863,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,20/05/1998,"275,00","275,00",,,,,,,0
2435,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
2438,DOADO,CADEIRA,POLTRONA COM RODIZIO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1975,"1.315,15","0,01",,,,,,,0
2439,DOADO,MESA,MESA A80 LC,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1975,"856,55","0,01",,,,,,,0
2440,DOADO,MESA,MESA DE REUNIAO SEM GAVETAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1975,"2.386,12","0,01",,,,,,,0
2441,DOADO,CADEIRA,"POLTRONA GIRATORIA SEM BRACOS, CROMADA",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1975,"766,80","0,01",,,,,,,0
2442,DOADO,MESA,MESA MADEIRA GLECTIC,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1978,"1,00","0,01",,,,,,,0
2443,DOADO,MESA,MESA EM MADEIRA PARA MAQUINA DE DATILOGRAFIA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1983,"64.654,40","0,01",,,,,,,0
2444,DOADO,MESA,MESA EM MADEIRA PARA MAQUINA DE DATILOGRAFIA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1983,"64.654,40","0,01",,,,,,,0
2445,DOADO,CADEIRA,CADEIRA GIRATORIA P.100.40,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,01/01/1990,"86.575,44","0,01",,,,,,,0
2446,DOADO,ARMARIO,ARMARIO COM PRATELEIRAS PI/39,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1983,"157.422,80","0,01",,,,,,,0
2447,DOADO,MESA,MESA EM MADEIRA MA 120x60CM 1G,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1984,"352.576,02","0,01",,,,,,,0
2448,DOADO,MESA,MESA EM MADEIRA COM 03 GAVETAS MA 1501G,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1984,"364.591,62","0,01",,,,,,,0
2450,DOADO,MESA,"MESA PARA TELEFONE EM MADEIRA FREIJO,1 PRATELEIRA",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1987,"8.140,00","0,01",,,,,,,0
2451,DOADO,CADEIRA,"CADEIRA COM RODIZIO, REVESTIDA EM VINIL",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1987,"15.125,00","0,01",,,,,,,0
2452,DOADO,GAVETEIRO,GAVEREIRO EM MADEIRA COM 07 GAVETAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1987,"14.894,00","0,01",,,,,,,0
2453,DOADO,CADEIRA,"CADEIRA PARA ESCRITORIO, BASE EM ALUMINIO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1989,"282,15","0,01",,,,,,,0
2454,DOADO,FRAGMENTADORA DE PAPEL,ARQUIVO DE ACO COM 04 GAVETAS NA COR CINZA,MÁQUINAS E EQUIPAMENTOS,,31/12/1991,"35.000,00","0,01",,,,,,,0
2455,DOADO,CADEIRA,"CADEIRA FIXA, SUPORTE DE FERRO,ESTOF. FORVIM PRETO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"9.750,00","3,54",,,,,,,0
2456,DOADO,MESA,MESA EM MADEIRA COM SUPORTE DE FERRO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"59.000,00","21,45",,,,,,,0
2457,DOADO,CADEIRA,"CADEIRA FIXA, ESTRADO FERRO, ESTOF. CORVIM PRETO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"9.750,00","3,54",,,,,,,0
2458,DOADO,CADEIRA,"CADEIRA FIXA, ESTRADO FERRO, ESTOF. CORVIM PRETO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"9.750,00","3,54",,,,,,,0
2459,DOADO,CADEIRA,"POLTRONA GIRATORIA, ESTOFADO CORVIM PRETO, DANNA",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"26.000,00","9,45",,,,,,,0
2461,DOADO,MESA,"MESA PARA MICROCOMPUTADOR, 94x68CM",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"18.000,00","6,54",,,,,,,0
2462,DOADO,CADEIRA,"CADEIRA FIXA, ESTRADO FERRO, ESTOF. CORVIM PRETO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"9.750,00","3,54",,,,,,,0
2463,DOADO,MESA,"MESA EM CEREJEIRA COM 03 GAVETAS, 125x59CM",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"44.000,00","16,00",,,,,,,0
2464,DOADO,MESA,"MESA EM CEREJEIRA COM 06 GAVETAS, SUPORTE DE FERRO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"66.000,00","24,00",,,,,,,0
2465,DOADO,MESA,MESA PARA TELEFONE EM CEREJEIRA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"14.500,00","5,27",,,,,,,0
2466,DOADO,MESA,MESA EM MADEIRA COM SUPORTE DE FERRO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,22/01/1994,"59.000,00","0,00",,,,,,,0
2472,DOADO,ARMARIO,"ARMARIO EM MADEIRA, REVESTIM.FORMICA COM 03 PORTAS",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,30/09/1996,"547,07","547,07",,,,,,,0
2473,DOADO,TELEFONE,APARELHO TELEFONICO MARCA ERICSON,MÁQUINAS E EQUIPAMENTOS,,01/11/1991,"0,01","0,01",,,,,,,0
2474,BAIXADO,TELEFONE,APARELHO TELEFONICO MARCA ERICSON,MÁQUINAS E EQUIPAMENTOS,,01/11/1991,"0,01","0,01",,,,,,,0
