numero,situacao,descricao,complemento,classificacao_contabil,localizacao_sistema,data_entrada,valor_compra,valor_atual,local_verificado,estado_conservacao,usuario,data_hora,usuario_bem,imagem,contagem
52,DOADO,FILTRO DE ÁGUA,ELETRICO TIPO GELAGUA - EM DESUSO,MÁQUINAS E EQUIPAMENTOS,CFC,20/03/1997,"280,00",1,02 - CCOM,Bom,Antônio Rodrigues,26/01/2026 16:58:57,Teste,,1
55,DOADO,CADEIRA,POLTRONA GIRATORIA COM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,CFC,09/06/1998,"565,47","565,47",,,,,,,1
58,DOADO,CADEIRA,POLTRONA GIRATORIA COM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,CFC,09/06/1998,"565,47","565,47",,,,,,,1
59,DOADO,CADEIRA,POLTRONA GIRATORIA COM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,CFC,09/06/1998,"565,47","565,47",,,,,,,1
93,DOADO,CADEIRA,POLTRONA GIRATORIA COM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,16/10/1998,"530,17","530,17",,,,,,,1
128,DOADO,MÁQUINA DE CAFÉ,MAQUINA PARA FAZER CAFE DE METAL SERIE 103015,UTENSÍLIOS DE COPA E COZINHA,,14/05/1999,"418,14","418,14",,,,,,,0
130,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
131,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
137,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
139,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
142,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
143,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
146,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
147,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
148,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
150,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
153,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
155,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
156,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
157,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
159,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
161,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
165,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
169,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
174,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
177,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
182,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
189,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
190,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
197,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
200,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
203,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
204,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
205,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
209,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
213,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
217,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
220,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
225,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
227,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
231,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
232,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
238,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
239,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
240,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
244,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
248,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
252,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
258,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
259,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
261,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
262,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - GARAGEM,31/12/1996,"75,94","75,94",,,,,,,1
263,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
265,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
266,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
268,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/12/1996,"75,94","75,94",,,,,,,1
269,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
272,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
273,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
274,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
275,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
279,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
283,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
284,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
285,DOADO,CADEIRA,CADEIRA DE FERRO PATINA COM ALMOFADAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,31/12/1996,"75,94","75,94",,,,,,,0
303,DOADO,MESA,MESA EM MADEIRA PARA REFEICAO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,01/09/1996,"42,10","42,10",,,,,,,0
315,DOADO,MESA,MESA EM MADEIRA PARA REFEICAO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,01/09/1996,"42,23","42,23",,,,,,,0
321,DOADO,MESA,MESA EM MADEIRA PARA REFEICAO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,01/09/1996,"42,10","42,10",,,,,,,0
326,DOADO,CADEIRA,POLTRONA FIXA COM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,09/06/1998,"310,76","310,76",,,,,,,0
337,DOADO,IMPRESSORA,IMPRESSORA LASERJET 2100 10PPM,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,27/10/1999,"3.765,00","3.765,00",,,,,,,0
402,DOADO,CADEIRA,CADEIRA GIRATORIA SEM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,16/10/1998,"222,30","222,30",,,,,,,0
409,DOADO,CADEIRA,CADEIRA GIRATORIA SEM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,16/10/1998,"222,30","222,30",,,,,,,1
415,DOADO,CADEIRA,CADEIRA GIRATORIA SEM BRACO VERMELHA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,S3 - DEPÓSITO RAMPA,31/01/1996,"75,00","75,00",,,,,,,1
514,BAIXADO,TELEFONE,APARELHO TELEFONICO ALCATEL 4321 SERIE 3079033F,MÁQUINAS E EQUIPAMENTOS,,31/07/1996,"375,00","375,00",,,,,,,0
526,DOADO,ESTABILIZADOR,ESTABILIZADOR SMS 1000 PA NR 94023716,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,31/05/1994,"68.924,16","25,06",,,,,,,0
527,DOADO,CALCULADORA,MAQUINA CALCULADORA SHARP CS 4671-B 14 DIGITOS,MÁQUINAS E EQUIPAMENTOS,,25/03/1994,"285.500,00","103,81",,,,,,,0
529,DOADO,MONITOR,MONITOR VIDEO PARA MICRO COMPUTADOR MARCA DFI,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,20/10/1999,"350,00","350,00",,,,,,,0
532,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
535,DOADO,CADEIRA,CADEIRA FIXA COM BRACOS REVESTIDO EM TECIDO AZUL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/08/1996,"208,25","208,25",,,,,,,0
536,DOADO,CADEIRA,CADEIRA FIXA COM BRACOS REVESTIDO EM TECIDO AZUL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/08/1996,"208,00","208,00",,,,,,,0
537,DOADO,CADEIRA,CADEIRA FIXA COM BRACOS REVESTIDO EM TECIDO AZUL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/08/1996,"207,99","207,99",,,,,,,0
538,DOADO,CADEIRA,POLTRONA FIXA COM BRACOS REVESTIDO EM TECIDO AZUL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/08/1996,"208,25","208,25",,,,,,,0
542,INSERVÍVEL,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,27/11/1998,"695,75","695,75",,,,,,,0
544,DOADO,IMPRESSORA,IMPRESSORA LASERJET 2100 S.USCB001876,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,27/10/1999,"3.765,00","3.765,00",,,,,,,0
551,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
552,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
556,DOADO,MESA,MESA ESPECIAL PARA TELEMARKETING COR OVO C/PAINEL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,14/12/1998,"763,97","763,97",,,,,,,0
557,DOADO,MESA,MESA ESPECIAL PARA TELEMARKETING COR OVO C/PAINEL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,14/12/1998,"763,97","763,97",,,,,,,0
558,DOADO,MESA,MESA ESPECIAL PARA TELEMARKETING COR OVO C/PAINEL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,14/12/1998,"763,97","763,97",,,,,,,0
559,DOADO,MESA,MESA ESPECIAL PARA TELEMARKETING COR OVO C/PAINEL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,14/12/1998,"763,97","763,97",,,,,,,0
560,DOADO,MESA,MESA ESPECIAL PARA TELEMARKETING COR OVO C/PAINEL,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,14/12/1998,"763,97","763,97",,,,,,,0
561,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"711,67","711,67",,,,,,,0
562,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,27/11/1998,"695,75","695,75",,,,,,,0
563,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,27/11/1998,"695,75","695,75",,,,,,,0
564,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
565,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"834,69","834,69",,,,,,,0
566,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
567,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,27/11/1998,"695,75","695,75",,,,,,,0
568,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
569,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
570,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, PAINEL FRONTAL",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,14/12/1998,"1.819,94","1.819,94",,,,,,,0
571,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"834,69","834,69",,,,,,,0
573,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
574,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,27/11/1998,"695,75","695,75",,,,,,,0
577,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,27/11/1998,"695,75","695,75",,,,,,,0
579,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
580,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
587,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
588,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
589,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
590,DOADO,MESA,MESA DE TRABALHO COM GAVETEIRO FIXO COR OVO,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"314,75","314,75",,,,,,,0
591,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVET.FIXO/TECLADO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"820,23","820,23",,,,,,,0
592,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"818,77","818,77",,,,,,,0
595,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
596,DOADO,MESA,"MESA EM L, 03 PARTES COR OVO, GAVETEIRO FIXO",MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,08/07/1998,"695,75","695,75",,,,,,,0
609,BAIXADO,FAX,APARELHO DE FAX MARCA ITAUTEC,MÁQUINAS E EQUIPAMENTOS,,23/05/1990,"255.000,00","0,01",,,,,,,0
613,BAIXADO,VASSOURA,VASSOURA MAGICA TIPO FEITICEIRA,UTENSÍLIOS DE COPA E COZINHA,,29/08/1991,"0,01","0,01",,,,,,,0
614,DOADO,BALCÃO,BANCADA PARA MICRO COM 02 GAVETAS E CANTONEIRA,INSTALAÇÕES,,30/06/1996,"461,14","461,14",,,,,,,0
616,DOADO,IMPRESSORA,IMPRESSORA DESKJET 680 JATO DE TINTA,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,30/09/1996,"530,00","530,00",,,,,,,0
617,DOADO,IMPRESSORA,IMPRESSORA MATRICIAL EPSON LQ-570,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,31/05/1996,"480,00","480,00",,,,,,,0
618,DOADO,COMPUTADOR,MICROCOMPUTADOR MARCA TOPIS 45X,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,30/09/1996,"1.235,00","1.235,00",,,,,,,0
633,DOADO,CADEIRA,CADEIRA FIXA FORRADA COM TECIDO GRAFITE,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,25/04/1996,"55,00","55,00",,,,,,,0
634,DOADO,CADEIRA,CADEIRA FIXA FORRADA COM TECIDO GRAFITE,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,25/04/1996,"55,00","55,00",,,,,,,0
635,DOADO,CADEIRA,CADEIRA FIXA FORRADA COM TECIDO GRAFITE,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,25/04/1996,"55,00","55,00",,,,,,,0
636,DOADO,CADEIRA,CADEIRA FIXA FORRADA COM TECIDO GRAFITE,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,25/04/1996,"55,00","55,00",,,,,,,0
638,DOADO,AR CONDICIONADO,APARELHO DE AR CONDICIONADO MARCA SPRINGER 21000,MÁQUINAS E EQUIPAMENTOS,,18/01/1999,"1.430,00","1.430,00",,,,,,,0
639,DOADO,MÁQUINA DE CAFÉ,CAFETEIRA WALLITA,UTENSÍLIOS DE COPA E COZINHA,,31/03/1996,"113,00","113,00",,,,,,,0
641,DOADO,MÁQUINA COPIADORA (XEROX),MAQUINA COPIADORA MARCA XEROX MODELO 212,MÁQUINAS E EQUIPAMENTOS,,29/01/1999,"3.893,44","3.893,44",,,,,,,0
642,DOADO,CALCULADORA,MAQUINA CALCULADORA SHARP MODELO EL-2608B,MÁQUINAS E EQUIPAMENTOS,,31/08/1996,"98,00","98,00",,,,,,,0
643,DOADO,COMPUTADOR,MICROCOMPUTADOR PENTIUM 200 MHZ,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,15/05/1998,"913,00","913,00",,,,,,,0
644,BAIXADO,MONITOR,MONITOR DE VIDEO 14 POLEGADAS MARCA DAEWOO,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,08/05/1998,"275,00","275,00",,,,,,,0
645,BAIXADO,TELEFONE,APARELHO TELEFONICO MARCA ALCATEL VIVA VOZ,MÁQUINAS E EQUIPAMENTOS,,15/04/1998,"320,00","320,00",,,,,,,0
646,DOADO,ARMARIO,ARMARIO DE FORMICA COR OVO 16 PORTAS COM GAVETAS,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,30/10/1998,"5.500,20","5.500,20",,,,,,,0
647,BAIXADO,MONITOR,MONITOR DE VIDEO VIDEOCOMPO SE 0362011742,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,31/12/1975,"856,85","0,01",,,,,,,0
648,BAIXADO,COMPUTADOR,MICROCOMPUTADOR PENTIUM 100MHZ 8MB KB / HD 850,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,30/09/1996,"1.000,00","1.000,00",,,,,,,0
649,BAIXADO,IMPRESSORA,IMPRESSORA STYLUS COLOR 800 SERIE 3JSM005554,EQUIPAMENTOS DE PROCESSAMENTO DE DADOS,,27/04/1998,"697,00","697,00",,,,,,,0
650,DOADO,FILTRO DE ÁGUA,"GELAGUA COM MOTOR, COR BEGE - EM DESUSO",MÁQUINAS E EQUIPAMENTOS,,24/09/1998,"265,00","265,00",,,,,,,0
651,DOADO,MESA,MESA PARA MICROCOMPUTADOR COR CINZA,MÓVEIS E UTENSÍLIOS DE ESCRITÓRIO,,18/10/1996,"106,00","106,00",,,,,,,0
652,BAIXADO,CALCULADORA,MAQUINA CALCULADORA SHARP 2630L 12 DIGITOS,MÁQUINAS E EQUIPAMENTOS,,16/12/1998,"198,00","198,00",,,,,,,0
